FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,IsActive,AgeAtStart
Hugo,Clay,2019-07-15,,Area Sales Manager,Eric Taylor,hugo.clay@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Sales,Project Management - Con,1984-04-17,CO,Project Manager,Male,28784,Asian,Widowed,Fully Meets,5,3493,2023-02-04,3,1,5,2023-02-19,Project Management,Internal,Completed,Joelmouth,Cathy Fleming,3,400.95,True,35.0
Cohen,Raymond,2020-06-18,,Area Sales Manager,Jacob Snyder,cohen.raymond@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,Sales,General - Con,1994-08-02,CO,Technician,Male,90983,Black,Single,Fully Meets,4,3494,2022-12-15,1,2,1,2023-02-11,Technical Skills,Internal,Completed,Victoriahaven,James Perez,2,910.45,True,25.0
Tia,Ellis,2023-06-22,2023-07-22,Area Sales Manager,Daniel Cabrera,tia.ellis@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Sales,Wireline Construction,1993-01-27,IN,Laborer,Male,1115,Other,Married,Fully Meets,4,3495,2022-08-09,4,3,5,2022-12-21,Customer Service,External,Passed,Port Andrew,Christian Higgins,1,701.55,False,30.0
Aspen,Bentley,2021-12-02,,Area Sales Manager,Barbara Garcia,aspen.bentley@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Sales,General - Sga,1964-09-19,CA,Administrator,Male,72233,Other,Widowed,Fully Meets,5,3496,2022-12-26,1,3,2,2023-02-16,Project Management,Internal,Incomplete,Port Ashleybury,Monica Keller,1,806.87,True,57.0
Graham,Rodriguez,2021-12-08,,Area Sales Manager,Kendra Murray,graham.rodriguez@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,N/A - Active,N/A - Active,Sales,Project Management - Con,1981-02-18,OR,Lineman,Female,58210,Hispanic,Widowed,Fully Meets,1,3497,2022-09-18,2,3,4,2023-03-11,Communication Skills,Internal,Completed,Kelseyborough,Sydney Johnson,2,184.21,True,40.0
Joel,Mcmillan,2023-04-26,2023-06-22,Area Sales Manager,Peter Harvey,joel.mcmillan@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Sales,General - Sga,1998-10-17,KY,Laborer,Female,36087,White,Widowed,Fully Meets,2,3498,2023-06-19,3,3,4,2023-05-30,Project Management,External,Failed,Yorkport,Amy Clark,1,208.43,False,24.0
Maci,Frost,2018-09-25,2021-12-20,Area Sales Manager,Patrick Daniel,maci.frost@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,N/A - Active,N/A - Active,Sales,Field Operations,1971-01-16,KY,Technician,Female,61457,Asian,Widowed,Fully Meets,5,3499,2023-07-21,5,3,5,2023-01-30,Technical Skills,Internal,Incomplete,East Bradley,Angela Lee,2,762.45,False,47.0
Nevaeh,Lucas,2018-11-20,2020-06-21,Area Sales Manager,Bryan Douglas,nevaeh.lucas@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,Shop (Fleet),2000-02-25,TX,Mechanic,Female,80424,White,Divorced,Fully Meets,1,3500,2023-05-14,4,1,4,2023-06-15,Leadership Development,External,Incomplete,Smithchester,Larry Morales,4,779.79,False,18.0
Garrett,Zimmerman,2020-08-30,2022-08-30,Area Sales Manager,Destiny Hopkins,garrett.zimmerman@bilearner.com,PL,Future Start,Part-Time,Zone A,Part-Time,Retirement,Retirement - Standard Separation,Sales,General - Con,1959-04-19,TX,Technician,Male,6240,Other,Widowed,Fully Meets,4,3501,2023-02-20,2,3,4,2023-06-09,Project Management,External,Passed,South Kaylachester,Troy Adams,3,135.95,False,61.0
Eugene,Marks,2019-10-01,,Area Sales Manager,Angela Morris,eugene.marks@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Sales,Splicing,1976-06-29,TX,Electrician,Male,49914,White,Married,Fully Meets,1,3502,2023-04-24,5,3,5,2023-01-03,Customer Service,External,Incomplete,East Karlton,Bryan Kennedy Phd,3,427.12,True,43.0
Geovanni,Pugh,2022-01-20,,Area Sales Manager,Erica Franklin,geovanni.pugh@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Sales,Project Management - Con,1951-07-27,CO,Manager,Male,71319,Other,Single,Fully Meets,4,3503,2023-01-28,5,2,3,2023-02-20,Technical Skills,Internal,Completed,East Brandonview,Lisa Shelton,4,996.35,True,70.0
Javon,Kelley,2021-10-10,,Area Sales Manager,Gabriela Orr,javon.kelley@bilearner.com,SVG,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,General - Con,1980-08-23,CO,Laborer,Male,27992,Hispanic,Married,Fully Meets,2,3504,2023-04-20,3,4,3,2023-06-02,Communication Skills,Internal,Completed,Brittneyside,Linda Pena,5,963.23,True,41.0
Amaya,Hicks,2020-08-29,,Area Sales Manager,Michael Wilkins,amaya.hicks@bilearner.com,EW,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Sales,Field Operations,1943-07-24,IN,Groundman,Male,72324,Hispanic,Widowed,Fully Meets,1,3505,2022-10-11,4,3,2,2022-09-13,Leadership Development,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97,True,77.0
Laila,Woodard,2019-08-27,2023-05-10,Area Sales Manager,Jordan Vega,laila.woodard@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Sales,Field Operations,1988-06-07,IN,Technician,Male,38740,Other,Married,Fully Meets,2,3506,2023-06-27,2,2,3,2023-05-21,Leadership Development,Internal,Completed,Deleonport,Jonathan Peterson,1,781.81,False,31.0
Ivan,Huff,2021-02-25,2023-04-07,Area Sales Manager,John Miller,ivan.huff@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Sales,Project Management - Con,1973-03-24,CA,Manager,Male,9437,White,Single,Fully Meets,4,3507,2023-03-31,2,5,2,2023-05-25,Project Management,Internal,Passed,Loriberg,Michael Copeland,4,651.77,False,47.0
Aidan,Harding,2021-07-13,,Area Sales Manager,Trevor Adkins,aidan.harding@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,Aerial,1942-05-26,OR,Laborer,Male,9385,Asian,Single,Fully Meets,5,3508,2023-04-17,1,5,4,2023-04-04,Communication Skills,External,Completed,South Michael,Ashley Contreras,1,568.22,True,79.0
Cruz,Boyer,2021-04-14,,Area Sales Manager,Marcus Hunt,cruz.boyer@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Sales,General - Sga,1977-04-11,KY,Project Controls,Female,75993,Black,Married,Fully Meets,2,3509,2022-03-12,4,5,2,2023-03-04,Leadership Development,External,Completed,Diamondchester,William Smith,4,612.1,True,44.0
Raven,Koch,2020-02-10,,Area Sales Manager,Jennifer King,raven.koch@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Sales,General - Con,1956-10-17,KY,Laborer,Female,65329,Hispanic,Married,Fully Meets,2,3510,2022-08-22,2,4,3,2022-10-27,Technical Skills,External,Completed,Stevensside,Donna Diaz,4,473.23,True,63.0
Karli,Barker,2021-08-17,2021-12-31,Area Sales Manager,Shawn Dudley,karli.barker@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Sales,Finance & Accounting,1997-02-18,KY,Director,Female,41111,Asian,Divorced,Fully Meets,4,3511,2023-11-05,5,4,5,2023-04-07,Technical Skills,Internal,Completed,Anthonyville,Juan Peck,3,344.44,False,24.0
Tyrone,Sosa,2023-04-17,2023-06-22,Area Sales Manager,Lindsay Chang,tyrone.sosa@bilearner.com,NEL,Future Start,Contract,Zone C,Temporary,Voluntary,Voluntary - Standard Separation,Sales,Yard (Material Handling),1996-10-25,TX,Coordinator,Female,58860,Black,Single,Fully Meets,2,3512,2023-02-20,5,1,3,2022-11-25,Communication Skills,Internal,Failed,Bryantport,Sharon Miller,2,206.44,False,26.0
Damaris,Cisneros,2022-09-02,2023-05-24,Area Sales Manager,Sharon Ruiz,damaris.cisneros@bilearner.com,PL,Future Start,Contract,Zone C,Temporary,Involuntary,Involuntary - Standard Separation,Sales,General - Con,1959-11-13,TX,Laborer,Male,93051,Other,Married,Fully Meets,5,3513,2023-11-05,4,1,3,2023-06-03,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599.0,False,62.0
Alexus,Estes,2020-04-15,,Area Sales Manager,April Randolph,alexus.estes@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,Wireline Construction,1958-03-01,TX,Manager,Male,17419,Asian,Married,Fully Meets,1,3514,2022-08-25,2,1,1,2023-02-21,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46,True,62.0
Kinsley,Flowers,2022-03-09,2022-12-10,Area Sales Manager,Mary Reilly,kinsley.flowers@bilearner.com,CCDR,Future Start,Part-Time,Zone A,Part-Time,Retirement,Retirement - Standard Separation,Sales,Finance & Accounting,1997-04-29,CO,Controller,Male,59593,White,Single,Fully Meets,4,3515,2023-03-07,3,5,5,2023-02-04,Customer Service,Internal,Completed,West Keith,Elizabeth Cook,1,143.96,False,24.0
Deborah,Love,2022-04-07,2023-01-22,Area Sales Manager,Eric Goodman,deborah.love@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,Project Management - Con,1988-06-25,CO,Coordinator,Male,96350,Asian,Divorced,Fully Meets,5,3516,2022-11-15,2,3,5,2023-06-22,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42,False,33.0
Milagros,Francis,2020-02-19,,Area Sales Manager,Caleb Schneider,milagros.francis@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Sales,Splicing,1942-04-01,IN,Splicer,Male,44469,Hispanic,Widowed,Fully Meets,4,3517,2023-01-01,4,1,1,2022-09-17,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31,True,77.0
Roberto,Michael,2021-04-10,2022-07-04,Area Sales Manager,Cheryl Henry,roberto.michael@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,General - Eng,1969-05-24,CA,Coordinator,Female,13249,Hispanic,Married,Fully Meets,2,3518,2023-05-13,4,2,5,2023-06-27,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58,False,51.0
Elaine,Ewing,2021-12-19,2022-03-02,Area Sales Manager,Dan Hernandez,elaine.ewing@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,N/A - Active,N/A - Active,Sales,Aerial,1951-03-28,CA,Groundman,Male,17123,Hispanic,Widowed,Fully Meets,2,3519,2023-10-06,1,3,4,2022-12-11,Leadership Development,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69,False,70.0
Caiden,Munoz,2020-12-13,2023-01-13,Area Sales Manager,Teresa Daniel,caiden.munoz@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Sales,Project Management - Con,1963-01-03,ND,Manager,Female,18983,Black,Divorced,Fully Meets,1,3520,2022-09-17,5,1,1,2022-09-11,Customer Service,External,Incomplete,North Anthonybury,Robin Sims,1,607.93,False,57.0
Jocelyn,Bradford,2019-02-26,,Area Sales Manager,Melissa Decker,jocelyn.bradford@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Sales,General - Con,1949-04-16,KY,Electrician,Female,51795,Asian,Divorced,Fully Meets,4,3521,2022-09-19,1,3,3,2023-02-28,Communication Skills,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5,True,69.0
Marques,Armstrong,2020-03-02,,Area Sales Manager,Michael Nguyen,marques.armstrong@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Sales,Splicing,1983-12-10,KY,Splicer,Female,34369,Other,Single,Fully Meets,1,3522,2023-07-14,1,5,4,2023-05-05,Communication Skills,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04,True,36.0
Rohan,Chapman,2021-06-25,2022-08-25,Area Sales Manager,Tony Mcconnell,rohan.chapman@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,Sales,General - Con,1978-12-19,KY,Laborer,Female,23092,Other,Single,Fully Meets,2,3523,2023-02-27,3,2,3,2023-07-10,Leadership Development,External,Incomplete,South William,Felicia Berg,2,451.18,False,42.0
Emmanuel,Franklin,2021-07-26,2022-05-04,Area Sales Manager,Adam Gibson,emmanuel.franklin@bilearner.com,EW,Future Start,Contract,Zone B,Full-Time,Resignation,Resignation - Standard Separation,Sales,Field Operations,1999-11-11,TX,Laborer,Male,6074,Asian,Divorced,Fully Meets,2,3524,2023-05-19,3,2,4,2023-01-02,Communication Skills,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65,False,21.0
Clayton,Mccormick,2022-07-03,2023-01-10,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Retirement - Standard Separation,Sales,General - Con,1967-01-29,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2,3525,2023-01-02,1,2,1,2022-10-09,Leadership Development,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75,False,55.0
Darius,Krause,2022-09-15,,Area Sales Manager,Paige Flores Md,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Sales,General - Con,1948-05-30,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4,3526,2023-01-28,1,5,3,2022-10-15,Customer Service,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5,True,74.0
Ahmed,Hawkins,2020-05-01,2021-02-25,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Sales,Aerial,1974-10-15,CO,Lineman,Male,46645,Black,Married,Fully Meets,1,3527,2023-02-27,1,3,2,2023-01-06,Project Management,Internal,Failed,Berryland,Scott Richardson,4,396.28,False,45.0
Kymani,Benjamin,2022-10-13,,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Sales,Finance & Accounting,1991-12-13,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2,3528,2023-05-27,5,2,2,2023-03-02,Technical Skills,External,Passed,Port Williamville,Joseph Phillips,1,465.96,True,30.0
Callum,Mcdaniel,2020-01-03,2020-08-24,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Sales,Field Operations,1994-06-18,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2,3529,2023-07-15,2,3,4,2022-09-04,Project Management,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56,False,25.0
Zariah,Black,2019-11-13,,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,Field Operations,1993-06-16,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2,3530,2022-11-27,1,2,5,2023-01-18,Customer Service,External,Passed,Emilyside,Christopher Gonzalez,2,496.85,True,26.0
Ronnie,Mayer,2023-06-17,,Area Sales Manager,Dylan Blake,ronnie.mayer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Sales,Project Management - Con,1943-05-18,CA,Project Manager,Male,18409,Black,Divorced,Fully Meets,1,3531,2023-02-24,2,4,4,2022-11-30,Leadership Development,External,Completed,Dannybury,Kristen Harris,3,629.46,True,80.0
Marlon,Ford,2021-10-14,,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,Wireless,1966-11-27,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1,3532,2022-08-10,2,2,5,2023-05-02,Technical Skills,Internal,Failed,Michaelhaven,Scott Anderson,2,771.61,True,54.0
Slade,Griffith,2021-06-01,2023-07-16,Area Sales Manager,Kelsey Gibson,slade.griffith@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,Sales,General - Sga,1966-12-11,ND,Administrator,Male,65183,White,Married,Fully Meets,2,3533,2023-08-01,2,5,2,2023-05-11,Leadership Development,Internal,Completed,North Janet,Jamie Dougherty,4,418.4,False,54.0
Lee,Frye,2018-09-14,,Area Sales Manager,Sonia Diaz,lee.frye@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Sales,Engineers,1959-08-16,KY,Engineer,Female,97002,Asian,Single,Fully Meets,4,3534,2023-04-14,4,3,2,2023-05-21,Customer Service,Internal,Completed,Jacksonbury,Kathleen Bailey,3,900.96,True,59.0
Veronica,Rowe,2018-12-11,2022-06-02,Area Sales Manager,Brian Morton,veronica.rowe@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,Sales,Fielders,1994-02-02,KY,Engineer,Female,29811,Black,Single,Fully Meets,4,3535,2022-01-11,1,5,1,2023-06-25,Technical Skills,External,Incomplete,Derrickview,Katherine Valentine,1,936.96,False,24.0
Aylin,Berg,2022-08-06,,Area Sales Manager,Thomas Holmes,aylin.berg@bilearner.com,WBL,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Sales,General - Sga,1989-02-01,GA,Administrative,Female,89169,Black,Single,Fully Meets,2,3536,2022-09-10,1,2,4,2022-11-23,Leadership Development,External,Passed,New Jamesstad,Marissa Dean,5,269.03,True,33.0
Neveah,Rowe,2022-05-28,2023-02-24,Area Sales Manager,Dawn Perez,neveah.rowe@bilearner.com,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Retirement - Standard Separation,Sales,Field Operations,1954-11-07,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2,3537,2022-09-09,4,2,5,2023-02-06,Leadership Development,Internal,Completed,Griffintown,Janice Leblanc,4,853.77,False,67.0
Keith,Baxter,2019-06-16,2022-03-05,Area Sales Manager,Diane Parker,keith.baxter@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,Resignation - Standard Separation,Sales,Fielders,1959-08-29,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2,3538,2023-04-20,1,5,4,2022-10-06,Technical Skills,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07,False,59.0
Chaz,Bruce,2019-12-08,,Area Sales Manager,John Johnson,chaz.bruce@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Sales,General - Con,1983-11-27,CO,Foreman,Male,74448,Hispanic,Single,Fully Meets,5,3539,2023-06-02,3,3,4,2023-03-17,Project Management,External,Failed,Brandtchester,Justin Adams,4,234.77,True,36.0
Maya,Mccann,2020-03-12,2022-10-09,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,Splicing,1983-09-06,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4,3540,2023-06-25,2,2,3,2022-10-26,Communication Skills,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46,False,36.0
Aaron,Weber,2020-04-06,2023-07-24,Area Sales Manager,Melanie Garcia,aaron.weber@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Sales,Field Operations,1991-10-27,IN,Technician,Male,78938,Black,Married,Exceeds,2,3541,2022-11-28,1,3,3,2023-05-22,Customer Service,External,Passed,East Timothy,Ronald Butler,4,380.3,False,28.0
Ellie,Gill,2023-04-15,,Area Sales Manager,Amanda Knight,ellie.gill@bilearner.com,EW,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Sales,Field Operations,1948-01-03,IN,Manager,Male,45456,White,Married,Needs Improvement,1,3542,2022-10-18,2,3,4,2022-08-22,Project Management,Internal,Failed,New Tyler,Jessica Lopez,4,511.42,True,75.0
Rayne,Kerr,2020-11-10,,Area Sales Manager,Kimberly Cardenas,rayne.kerr@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Sales,General - Con,1981-02-18,CA,Laborer,Female,45509,Black,Single,Fully Meets,2,3543,2023-11-02,4,5,5,2023-05-21,Communication Skills,External,Passed,Charlesville,Brett Turner Iv,4,171.03,True,39.0
Samara,Mcbride,2023-06-29,2023-07-09,Area Sales Manager,Laura Salinas,samara.mcbride@bilearner.com,TNS,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Sales,Aerial,2000-09-16,CA,Foreman,Male,13902,Asian,Single,Fully Meets,2,3544,2022-09-14,3,5,3,2023-05-02,Leadership Development,External,Passed,Rayborough,Mrs. Nicole Simon,3,842.93,False,22.0
Ryann,Rubio,2022-03-07,,Area Sales Manager,Andres Jones,ryann.rubio@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,1943-01-28,OR,Locator,Female,9733,Black,Widowed,Fully Meets,1,3545,2023-05-27,2,5,2,2023-05-04,Customer Service,External,Incomplete,Lopezbury,Monica Jimenez,5,581.12,True,79.0
Paris,Carr,2021-07-31,2023-01-27,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Sales,General - Con,1980-07-14,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1,3546,2023-10-05,2,5,5,2022-11-21,Project Management,External,Passed,New Faith,Stephanie Horton,4,426.45,False,41.0
Adriel,Wiggins,2022-01-20,,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,Sales,Project Management - Eng,1947-03-25,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2,3547,2022-12-24,2,4,2,2023-04-24,Technical Skills,External,Failed,Port Robertbury,Timothy Black,4,805.05,True,74.0
Sanaa,Glass,2021-07-11,2022-10-10,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Sales,General - Con,1964-01-25,KY,Technician,Female,40135,White,Single,Fully Meets,1,3548,2022-06-10,5,5,3,2022-08-16,Leadership Development,External,Passed,Lake Tinamouth,Corey Hernandez,3,368.8,False,57.0
Ryan,Lynch,2018-10-15,2020-10-18,Area Sales Manager,Tracy Castro Md,ryan.lynch@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Sales,Field Operations,1955-03-17,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2,3549,2023-04-19,1,4,1,2022-11-02,Communication Skills,External,Failed,Claudiashire,John Gutierrez Dds,5,788.67,False,63.0
